id,Name,Released,Members,Race,Location,Leagueregion,Gender,Examine,NPC ID,Link,chathead_url,body_url,Options,lat,lon,Quest,Removal,Shop,Also called,Combat level,Respawn time,Size
4188,Veronica,21 January 2001 ( Update ),No,Human,Draynor Manor,Misthalin ✓,Female,She doesn't look too happy.,3561,MOID,https://oldschool.runescape.wiki/images/Veronica_chathead.png,https://oldschool.runescape.wiki/images/Veronica.png,Talk-to,3330,3110,Ernest the Chicken,,,,,,
4189,Vertida Sefalatis,4 September 2006 ( Update ),Yes,Human,Meiyerditch,Morytania ✓,Male,"A quiet, war-weary man with the keen eye of a ranger.","8220,8221,8222,8223",MOID,https://oldschool.runescape.wiki/images/Vertida_Sefalatis_chathead.png,https://oldschool.runescape.wiki/images/Vertida_Sefalatis.png,Talk-to,,,Darkness of Hallowvale A Taste of Hope Sins of the Father,,,,,,
4190,Verzik Vitur,24 May 2018 ( Update ),Yes,Vampyre / Nylocas,Ver Sinhaza,Morytania ✓,Female,There's something very disconcerting about her.,8250,MOID,https://oldschool.runescape.wiki/images/Verzik_Vitur_chathead.png,https://oldschool.runescape.wiki/images/Verzik_Vitur.png,,,,A Taste of Hope,,,,,,
4191,Vestri,10 April 2006 ( Update ),Yes,Dwarf,Near White Wolf Mountain,Kandarin ✓,Male,He looks short and grumpy.,4078,MOID,https://oldschool.runescape.wiki/images/Vestri_chathead.png,https://oldschool.runescape.wiki/images/Vestri.png,Talk-to,3487,2821,Fishing Contest,,,,,,
4192,Vet'ion Jr.,19 March 2015 ( Update ),Yes,Skeleton,Vet'ion,Wilderness ✓,,Somehow much smoother in smaller form.,"5536,5559",MOID,https://oldschool.runescape.wiki/images/Vet%27ion_jr._chathead.png,https://oldschool.runescape.wiki/images/Vet%27ion_Jr..png,"Talk-to, Metamorphosis, Pick-up",,,,,,,,,
4193,Vial,15 April 2026 ( Update ),Yes,Demon,Yama's Lair,Varlamore ✓,,Doesn't like being filled with water.,15659,MOID,https://oldschool.runescape.wiki/images/Vial_%28Demonic_Pacts_League%29_chathead.png,https://oldschool.runescape.wiki/images/Vial_%28Demonic_Pacts_League%29.png,,,,,,,,,,
4194,Victor,22 March 2006 ( Update ),Yes,Human,Burgh de Rott,Morytania ✓,Male,It's a village kid.,4457,MOID,https://oldschool.runescape.wiki/images/Victor_chathead.png,https://oldschool.runescape.wiki/images/Victor.png,Talk-to,3210,3483,,,,,,,
4195,Victor,20 March 2024 ( Update ),Yes,Human,Civitas illa Fortis,Varlamore ✓,Male,Very posh.,13313,MOID,https://oldschool.runescape.wiki/images/Victor_%28Civitas_illa_Fortis%29_chathead.png,https://oldschool.runescape.wiki/images/Victor_%28Civitas_illa_Fortis%29.png,Talk-to,3099,1636,,,,,,,
4196,Victoria Kebbit-Monkfish,19 November 2025 ( Update ),Yes,Merfolk,South west of the Pandemonium,N/A,,Her knowledge of the sea would be best described as very deep.,"14945,14947",MOID,https://oldschool.runescape.wiki/images/Victoria_Kebbit-Monkfish_chathead.png,https://oldschool.runescape.wiki/images/Victoria_Kebbit-Monkfish.png,"Talk-to, Dive",,,,,,,,,
4197,Guard,25 September 2024 ( Update ),Yes,Dwarf ( Imcando-descendant ),The Darkfrost base camp,Varlamore ✓,Male,Keeping order in the camp.,14001,MOID,https://oldschool.runescape.wiki/images/Viero_chathead.png,https://oldschool.runescape.wiki/images/Viero.png,Talk-to,3295,1523,,,,,,,
4198,Mysterious ghost,26 July 2005 ( Update ),Yes,Ghost,"Edgeville Dungeon , Slayer Tower , Rogues' Castle",Wilderness ✓ Morytania ✓,Male,Seems to flitter in and out of existence...,3455,MOID,https://oldschool.runescape.wiki/images/Viggora_chathead.png,https://oldschool.runescape.wiki/images/Viggora.png,Talk-To,9996,3119,Curse of the Empty Lord,,,,,,
4199,Vigr,31 May 2005 ( Update ),Yes,Dwarf,Keldagrim,Fremennik ✓,Male,Proprietor of Vigr's Warhammers.,2356,MOID,https://oldschool.runescape.wiki/images/Vigr_chathead.png,https://oldschool.runescape.wiki/images/Vigr.png,"Talk-to, Trade",10211,2873,,,Vigr's Warhammers,,,,
4200,Vigroy,27 January 2003 ( Update ),Yes,Human,Shilo Village,Karamja ✓,Male,A cart driver; it looks like he's quite experienced.,5357,MOID,https://oldschool.runescape.wiki/images/Vigroy_chathead.png,https://oldschool.runescape.wiki/images/Vigroy.png,"Talk-to, Pay-fare",2954,2834,,,,,,,
4201,Viking,1 December 2003 ( Update ),? (edit),Human,? (edit),N/A,Male,Looks like he's having fun!,beta667,MOID,,https://oldschool.runescape.wiki/images/Viking_%281%29_%28RuneScape_2_Beta%29.png,,,,The Fremennik Trials,January-March 2004 (Update unknown),,,1,,
4202,Viking woman,1 December 2003 ( Update ),? (edit),Human,? (edit),N/A,Female,Looks like she should be in an opera.,beta669,MOID,,https://oldschool.runescape.wiki/images/Viking_woman_%28RuneScape_2_Beta%29.png,,,,The Fremennik Trials,January-March 2004 (Update unknown),,,1,,
4203,Villa Guard,25 September 2024 ( Update ),Yes,Human,Villa Lucens,Varlamore ✓,,Passage by invitation only.,13871,MOID,https://oldschool.runescape.wiki/images/Villa_Guard_chathead.png,https://oldschool.runescape.wiki/images/Villa_Guard.png,,2938,1440,Death on the Isle,,,,,,
4204,Villager,4 April 2005 ( Update ),Yes,Human,Pollnivneach,Desert ✓,Male,An old male villager.,"3552,3553,3554",MOID,https://oldschool.runescape.wiki/images/Villager_%28bearded%29_chathead.png,https://oldschool.runescape.wiki/images/Villager_%28bearded%29.png,"Talk-to, Pickpocket",,,The Feud,,,,,,
4205,Villia,7 January 2016 ( Update ),Yes,Citizen of Arceuus,Arceuus Library,Kourend ✓,Female,A library customer.,7047,MOID,https://oldschool.runescape.wiki/images/Villia_chathead.png,https://oldschool.runescape.wiki/images/Villia.png,"Talk-to, Help",3815,1627,,,,,,,
4206,Vincens,25 September 2024 ( Update ),Yes,Human,Outer Fortis,Varlamore ✓,Male,He's here to try Emelio's kebabs.,13810,MOID,https://oldschool.runescape.wiki/images/Vincens_chathead.png,https://oldschool.runescape.wiki/images/Vincens.png,Talk-to,3075,1751,Meat and Greet,,,,,,
4207,Vineyard foreman,25 September 2024 ( Update ),Yes,Human,Moonrise Brewery and Winery,Varlamore ✓,Male,Makes sure the grapes get to where they need to be going.,13908,MOID,https://oldschool.runescape.wiki/images/Vineyard_foreman_chathead.png,https://oldschool.runescape.wiki/images/Vineyard_foreman.png,Talk-to,2917,1370,,,,,,,
4208,Vineyard worker,25 September 2024 ( Update ),Yes,Human,Aldarin,Varlamore ✓,Male,Looks after the grapes.,13904,MOID,https://oldschool.runescape.wiki/images/Vineyard_worker_%281%29_chathead.png,https://oldschool.runescape.wiki/images/Vineyard_worker_%281%29.png,Talk-to,2919,1370,,,,,,,
4209,Violetta Sanguine,4 June 2020 ( Update ),Yes,Vampyre,Northern Darkmeyer,Morytania ✓,Female,"Dressed for the occasion. I don't know what occasion, but she's dressed for it.",9701,MOID,https://oldschool.runescape.wiki/images/Violetta_Sanguine_chathead.png,https://oldschool.runescape.wiki/images/Violetta_Sanguine.png,"Talk-to, Pickpocket",3382,3630,,,,,,,
4210,Virilis,20 March 2024 ( Update ),Yes,,Ralos' Rise,Varlamore ✓,,A bone specialist.,13346,MOID,https://oldschool.runescape.wiki/images/Virilis_chathead.png,https://oldschool.runescape.wiki/images/Virilis.png,Talk-to,3154,1442,,,,,,,
4211,Vixen,11 December 2017 ( Update ),No,Fox,Land of Snow,N/A,Female,A female fox.,removed,MOID,https://oldschool.runescape.wiki/images/thumb/Wise_Old_Man_%282017_Christmas_event%2C_santa%29_chathead.png/21px-Wise_Old_Man_%282017_Christmas_event%2C_santa%29_chathead.png,https://oldschool.runescape.wiki/images/Fox.png,,,,,4 January 2018 ( Update ),None,,,,
4212,Vlad Bechstein,4 June 2020 ( Update ),Yes,Vampyre,North-east Darkmeyer,Morytania ✓,Male,I know he's certain we'll fail.,9687,MOID,https://oldschool.runescape.wiki/images/Vlad_Bechstein_chathead.png,https://oldschool.runescape.wiki/images/Vlad_Bechstein.png,"Talk-to, Pickpocket",3378,3644,,,,,,,
4213,Vlad Diaemus,4 June 2020 ( Update ),Yes,Vampyre,North-west Darkmeyer,Morytania ✓,Male,"When you can live forever, what do you live for?",9694,MOID,https://oldschool.runescape.wiki/images/Vlad_Diaemus_chathead.png,https://oldschool.runescape.wiki/images/Vlad_Diaemus.png,"Talk-to, Pickpocket",3393,3611,,,,,,,
4214,Vladimir,22 March 2006 ( Update ),Yes,Human,Burgh de Rott,N/A,Male,An empty villager.,4462,MOID,https://oldschool.runescape.wiki/images/Vladimir_chathead.png,https://oldschool.runescape.wiki/images/Vladimir.png,Talk-to,,,,,,,,,
4215,Voice of Yama,27 April 2017 ( Update ),Yes,Demon,Chasm of Fire,Kourend ✓,,An Ox headed creature that speaks for Yama.,"7668, 14183, 14184, 14185",MOID,https://oldschool.runescape.wiki/images/Voice_of_Yama_chathead.png,https://oldschool.runescape.wiki/images/Voice_of_Yama.png,"Talk-to, Travel, Join",10081,1439,,,,,,,
4216,Void Knight,18 April 2006 ( Update ),Yes,Human,Void Knights' Outpost,Asgarnia ✓,Male,A powerful knight of balance.,1755,MOID,https://oldschool.runescape.wiki/images/Void_Knight_%281%29_chathead.png,https://oldschool.runescape.wiki/images/Void_Knight_%281%29.png,"Talk-to, Exchange",2665,2654,,,Void Knights' Reward Options,,,,
4217,Volatile earth,23 July 2025 ( Update ),Yes,,Doom of Mokhaiotl,Varlamore ✓,,Its [ sic ] being manipulated by some magical force.,14714,MOID,,https://oldschool.runescape.wiki/images/Volatile_earth.png,Attack,,,,,,,,,
4218,Volf Olafson,10 April 2007 ( Update ),Yes,Human,Rellekka,Fremennik ✓,Male,One of the inhabitants of the camp.,4489,MOID,https://oldschool.runescape.wiki/images/Volf_Olafson_chathead.png,https://oldschool.runescape.wiki/images/Volf_Olafson.png,Talk-to,3693,2665,Olaf's Quest,,,,,,
4219,Von van Von,4 June 2020 ( Update ),Yes,Vampyre,South-west Darkmeyer,Morytania ✓,Male,His snarl is just so condescending.,9686,MOID,https://oldschool.runescape.wiki/images/Von_van_Von_chathead.png,https://oldschool.runescape.wiki/images/Von_van_Von.png,"Talk-to, Pickpocket",3327,3600,,,,,,,
4220,Vonnetta Varnis,4 June 2020 ( Update ),Yes,Vampyre,North-east Darkmeyer,Morytania ✓,Female,Those wings don't look so fierce.,9706,MOID,https://oldschool.runescape.wiki/images/Vonnetta_Varnis_chathead.png,https://oldschool.runescape.wiki/images/Vonnetta_Varnis.png,"Talk-to, Pickpocket",3387,3644,,,,,,,
4221,Vorbio,23 July 2025 ( Update ),Yes,Dwarf ( Imcando-descendant ),? (edit),N/A,,A dwarven seer with a bit of an imp problem.,14206,MOID,https://oldschool.runescape.wiki/images/Vorbio_chathead.png,https://oldschool.runescape.wiki/images/Vorbio.png,Talk-to,,,,,,,,,
4222,Vorkath,4 January 2018 ( Update ),Yes,Blue dragon,Ungael,Fremennik ✓,,Let sleeping dragons lie.,8059,MOID,https://oldschool.runescape.wiki/images/thumb/Turael_chathead.png/40px-Turael_chathead.png,https://oldschool.runescape.wiki/images/Vorkath_%28asleep%29.png,Poke,,,Dragon Slayer II,,,,,,
4223,Vorki,4 January 2018 ( Update ),Yes,Undead blue dragon,Vorkath,Fremennik ✓,,Three legs on my dragon...,"8025,8029",MOID,https://oldschool.runescape.wiki/images/Vorki_chathead.png,https://oldschool.runescape.wiki/images/Vorki_%28follower%29.png,"Talk-to, Pick-up",,,,,,,,,
4224,Vormar Vakan,4 June 2020 ( Update ),Yes,Vampyre,North-west Darkmeyer,Morytania ✓,Male,About one thing I am absolutely positive. He is a vampyre.,9692,MOID,https://oldschool.runescape.wiki/images/Vormar_Vakan_chathead.png,https://oldschool.runescape.wiki/images/Vormar_Vakan.png,"Talk-to, Pickpocket",3392,3600,,,,,,,
4225,Vornas quo Maten,10 January 2019 ( Update ),Yes,Kahlith,Mount Karuulm,Kourend ✓,,A hunter of the Kahlith.,8554,MOID,https://oldschool.runescape.wiki/images/Vornas_quo_Maten_chathead.png,https://oldschool.runescape.wiki/images/Vornas_quo_Maten.png,,3834,1311,,,,,,,
4226,Vortas quo Keran,10 January 2019 ( Update ),Yes,Kahlith,Mount Karuulm,Kourend ✓,,An artisan of the Kahlith.,8560,MOID,https://oldschool.runescape.wiki/images/Vortas_quo_Keran_chathead.png,https://oldschool.runescape.wiki/images/Vortas_quo_Keran.png,Talk-to,3813,1326,,,,,,,
4227,Vritra,26 September 2019 ( Update ),Yes,Basilisk,Island of Stone,Fremennik ✓,,A servant of the Jormungand.,9297,MOID,https://oldschool.runescape.wiki/images/Vritra_chathead.png,https://oldschool.runescape.wiki/images/Vritra.png,,,,The Fremennik Exiles,,,,218,,
4228,Vulcan Orvoros,28 July 2021 ( Update ),Yes,Vampyre,Ver Sinhaza,Morytania ✓,Male,A vampyre doctor.,11180,MOID,https://oldschool.runescape.wiki/images/Vulcan_Orvoros_chathead.png,https://oldschool.runescape.wiki/images/Vulcan_Orvoros.png,None,,,A Night at the Theatre,,,,,,
4229,Vyre Orator,24 May 2018 ( Update ),Yes,Vampyre,Ver Sinhaza,Morytania ✓,Male,They have a lot to say.,8323,MOID,https://oldschool.runescape.wiki/images/Vyre_Orator_%28male%29_chathead.png,https://oldschool.runescape.wiki/images/Vyre_Orator_%28male%29.png,,3224,3663,A Night at the Theatre,,,,,,
4230,Vyrelady,24 May 2018 ( Update ),Yes,Vampyre,Ver Sinhaza,Morytania ✓,Female,An important vampyre.,"8210,8333",MOID,https://oldschool.runescape.wiki/images/Vyrelady_%28human_form%29_chathead.png,https://oldschool.runescape.wiki/images/Vyrelady_%28human_form%29.png,,3219,3652,,,,,,,
4231,Vyrelord,24 May 2018 ( Update ),Yes,Vampyre,Ver Sinhaza,Morytania ✓,Male,An important vampyre.,"8209,8332",MOID,https://oldschool.runescape.wiki/images/Vyrelord_%28human_form%29_chathead.png,https://oldschool.runescape.wiki/images/Vyrelord_%28human_form%29.png,,3220,3670,,,,,,,
4232,Vyrewatch,24 May 2018 ( Update ),Yes,Vyrewatch,Ver Sinhaza bank,Morytania ✓,,Looks like they're guarding the bank.,8251,MOID,https://oldschool.runescape.wiki/images/Vyrewatch_%28bank%29_chathead.png,https://oldschool.runescape.wiki/images/Vyrewatch_%28bank%29.png,Talk-to,3210,3647,,,,,,,
4233,Wagchin,17 July 2007 ( Update ),Yes,Goblin,Observatory Dungeon,Kandarin ✓,Female,A young goblin 'beauty'.,5375,MOID,https://oldschool.runescape.wiki/images/thumb/Goblin_guard_chathead.png/28px-Goblin_guard_chathead.png,https://oldschool.runescape.wiki/images/Wagchin.png,,9398,2364,,,,,,,
4234,Waitress,13 December 2022 ( Update ),No,Human,The Nutcracker,N/A,Female,That's a lot of pale beers!,hist11996,MOID,https://oldschool.runescape.wiki/images/Waitress_%28female%2C_festive%29_chathead.png,https://oldschool.runescape.wiki/images/Waitress_%28female%2C_festive%29.png,"Talk-to, Get-drink",,,,11 January 2023 ( Update ),,,,,
4235,Wally,29 August 2006 ( Update ),No,Human,Varrock,Misthalin ✓,Male,Wally.,5092,MOID,https://oldschool.runescape.wiki/images/Wally_chathead.png,https://oldschool.runescape.wiki/images/Wally.png,,,,Demon Slayer,,,,,,
4236,Wanderer,26 April 2005 ( Update ),Yes,Feline,Outside of Sophanem,Desert ✓,Female,A red-haired woman.,4193,MOID,https://oldschool.runescape.wiki/images/Wanderer_chathead.png,https://oldschool.runescape.wiki/images/Wanderer.png,Talk-to,2849,3315,Icthlarin's Little Helper,,None,,,,
4237,Wandering Guard,25 September 2024 ( Update ),Yes,Human,Aldarin,Varlamore ✓,Male,"Inconvenient, occasionally.",13840,MOID,https://oldschool.runescape.wiki/images/Wandering_Guard_chathead.png,https://oldschool.runescape.wiki/images/Wandering_Guard.png,None,2969,1395,,,,,,,
4238,Wandering impling,11 June 2007 ( Update ),Yes,Impling,Wheat field in Zanaris,General ✓,Male,He looks a little lost.,5737,MOID,https://oldschool.runescape.wiki/images/Wandering_impling_chathead.png,https://oldschool.runescape.wiki/images/Immenizz.png,"Talk-to, Check-gates",4439,2426,,,,,,,
4239,War ship,2 September 2013,No,,Varies,N/A,,? (edit),hist6258,MOID,https://oldschool.runescape.wiki/images/thumb/Dommik_chathead.png/26px-Dommik_chathead.png,https://oldschool.runescape.wiki/images/War_ship_%282013_Rare_Drops%29.png,Take,,,2013 Rare Drops,9 September 2013 (Update unknown),,,,,
4240,Warden,20 March 2024 ( Update ),Yes,Human,Civitas illa Fortis,Varlamore ✓,Female,She's in charge of the prisoners.,13320,MOID,https://oldschool.runescape.wiki/images/Warden_%28Civitas_illa_Fortis%29_chathead.png,https://oldschool.runescape.wiki/images/Warden_%28Civitas_illa_Fortis%29.png,Talk-to,3164,1654,,,,,,,
4241,Warmhandz,22 February 2023 ( Update ),No,Goblin,Outside Lumbridge General Store,N/A,Non-binary [ 1 ],That goblin's wearing a hat.,hist12109,MOID,https://oldschool.runescape.wiki/images/Warmhandz_chathead.png,https://oldschool.runescape.wiki/images/Warmhandz.png,Talk-to,3253,3212,,15 March 2023 ( Update ),,,,,
4242,Warrior,27 May 2026 ( Update ),Yes,,Grand Exchange,,,A true warrior.,15689,MOID,https://oldschool.runescape.wiki/images/thumb/Nigel_chathead.png/34px-Nigel_chathead.png,https://oldschool.runescape.wiki/images/Warrior_%28Deadman-_All_Stars%29.png,Storage,3496,3168,,,,,,,
4243,Warrior,27 February 2002 ( Update ),No,Human,Lumbridge Swamp,Misthalin ✓,Male,He looks big and dumb.,1158,MOID,https://oldschool.runescape.wiki/images/Warrior_%28Lost_City%29_chathead.png,https://oldschool.runescape.wiki/images/Warrior_%28Lost_City%29.png,Talk-to,3205,3150,Lost City,,,,,,
4244,Watchtower Wizard,7 May 2003 ( Update ),Yes,Human,Yanille Watchtower,Kandarin ✓,Male,The hat is a dead giveaway.,4397,MOID,https://oldschool.runescape.wiki/images/Watchtower_Wizard_chathead.png,https://oldschool.runescape.wiki/images/Watchtower_Wizard.png,Talk-to,3115,2547,Watchtower,,,,,,
4245,Water spell,10 July 2024 ( Update ),Yes,,Black Knight Catacombs (fight with Surok ),N/A,,A powerful water spell.,13506,MOID,https://oldschool.runescape.wiki/images/thumb/Guardian_of_Armadyl_%28messenger%29_chathead.png/23px-Guardian_of_Armadyl_%28messenger%29_chathead.png,https://oldschool.runescape.wiki/images/Water_spell_%28NPC%29.png,Attack,,,While Guthix Sleeps,,,,,,
4246,Watson,6 July 2016 ( Update ),Yes,Human,Hosidius,Kourend ✓,Male,Give him a clue.,"7303,7304",MOID,https://oldschool.runescape.wiki/images/Watson_chathead.png,https://oldschool.runescape.wiki/images/Watson.png,"Talk-to, Check",3574,1646,,,,,,,
4247,Wave,24 August 2022 ( Update ),Yes,,Tombs of Amascut,Desert ✓,,Wet.,11738,MOID,https://oldschool.runescape.wiki/images/thumb/Maisa_chathead.png/28px-Maisa_chathead.png,https://oldschool.runescape.wiki/images/Wave_%28Tombs_of_Amascut%29.png,,5408,3930,,,,,,,
4248,Waydar,6 December 2004 ( Update ),Yes,Gnome,"Secret Hangar , Crash Island",Kandarin ✓,Male,Waydar is some kind of flight officer.,6675,MOID,https://oldschool.runescape.wiki/images/Waydar_chathead.png,https://oldschool.runescape.wiki/images/Waydar.png,Talk-to,2727,2894,Monkey Madness I,,,,,,
4249,Waymottin,6 December 2004 ( Update ),Yes,Gnome,Ape Atoll Dungeon,Kandarin ✓,Male,This Gnome is busy applying some kind of pasty material to the cave walls.,"1441,7168",MOID,https://oldschool.runescape.wiki/images/Waymottin_chathead.png,https://oldschool.runescape.wiki/images/Waymottin.png,Talk-to,9149,2805,Monkey Madness I,,,,,,
4250,Wayne,6 April 2001 ( Update ),No,Human,Southern Falador,Asgarnia ✓,Male,An armourer.,5897,MOID,https://oldschool.runescape.wiki/images/Wayne_chathead.png,https://oldschool.runescape.wiki/images/Wayne.png,"Talk-to, Trade",3313,2972,,,Wayne's Chains! - Chainmail specialist.,,,,
4251,Wayne,16 December 2021 ( Update ),No,Human,Falador,N/A,Male,An armourer. Visiting the festival.,hist11251,MOID,https://oldschool.runescape.wiki/images/Wayne_%282021_Christmas_event%29_chathead.png,https://oldschool.runescape.wiki/images/Wayne_%282021_Christmas_event%29.png,Talk-to,3362,3005,2021 Christmas event,5 January 2022 ( Update ),,,,,
4252,Weak catalytic guardian,23 March 2022 ( Update ),Yes,Rune guardian,Temple of the Eye,Desert ✓,,A catalytic rune guardian infused with a small amount of energy.,11408,MOID,https://oldschool.runescape.wiki/images/Weak_catalytic_guardian_chathead.png,https://oldschool.runescape.wiki/images/Weak_catalytic_guardian.png,,,,,,,,,,
4253,Weak elemental guardian,23 March 2022 ( Update ),Yes,Rune guardian,Temple of the Eye,Desert ✓,,An elemental rune guardian infused with a small amount of energy.,11414,MOID,https://oldschool.runescape.wiki/images/Weak_elemental_guardian_chathead.png,https://oldschool.runescape.wiki/images/Weak_elemental_guardian.png,,,,,,,,,,
4254,Wealthy citizen,20 March 2024 ( Update ),Yes,Human,Bazaar,Varlamore ✓,Female,Looks to be flaunting a lot of wealth.,13302,MOID,https://oldschool.runescape.wiki/images/Wealthy_citizen_%28one%29_chathead.png,https://oldschool.runescape.wiki/images/Wealthy_citizen_%28one%29.png,"Pickpocket, Talk to",3099,1696,,,,,,,
4255,Weapon poison salesman,29 March 2004 ( Update ),? (edit),Human,? (edit),N/A,Male,Supplier of deadly liquids.,removed,MOID,https://oldschool.runescape.wiki/images/Weapon_poison_salesman_chathead.png,https://oldschool.runescape.wiki/images/Weapon_poison_salesman.png,Talk-to,,,,11 July 2006 ( Update ),,,,,
4256,Weasel,27 May 2026 ( Update ),Yes,,Grand Exchange,,,A true weasel.,15693,MOID,https://oldschool.runescape.wiki/images/thumb/Nigel_chathead.png/34px-Nigel_chathead.png,https://oldschool.runescape.wiki/images/Weasel_%28Deadman-_All_Stars%29.png,Storage,3496,3162,,,,,,,
4257,weast side49,4 June 2020 ( Update ),Yes,Human,Hallowed Sepulchre,Morytania ✓,Female,Perhaps she should try dodging them instead of sticking to one row.,9664,MOID,https://oldschool.runescape.wiki/images/Weast_side49_chathead.png,https://oldschool.runescape.wiki/images/Weast_side49.png,,,,,,,,102,,
4258,Weave,28 August 2024 ( Update ),Yes,Human,Morytania Spider Cave,Morytania ✓,,A member of the Sisterhood experimenting with araxyte venom.,13677,MOID,https://oldschool.runescape.wiki/images/Weave_chathead.png,https://oldschool.runescape.wiki/images/Weave.png,Talk-to,9860,3700,,,,,,,
4259,Web,7 June 2018 ( Update ),Yes,,Ver Sinhaza,Morytania ✓,,A sticky web.,8376,MOID,,https://oldschool.runescape.wiki/images/Web_%28Verzik_Vitur%29.png,Attack,,,,,,,,,
4260,Weird Old Man,7 September 2004 ( Update ),Yes,Human,Outside the Kalphite Lair,Desert ✓,Male,What's he mumbling about?,954,MOID,https://oldschool.runescape.wiki/images/Weird_Old_Man_chathead.png,https://oldschool.runescape.wiki/images/Weird_Old_Man.png,Talk-to,3106,3229,,,,,,,
4261,Weird snake.,6 December 2004 ( Update ),Yes,Fruit,Ape Atoll,N/A,,Slightly more spherical than most snakes.,removed,MOID,,https://oldschool.runescape.wiki/images/Tomato_detail.png,,,,Monkey Madness I,6 March 2007 ( Update ),,,,,
4262,Well-dressed man,25 September 2024 ( Update ),Yes,Human,Aldarin,Varlamore ✓,Male,He looks awfully out of place!,13909,MOID,https://oldschool.runescape.wiki/images/Well-dressed_man_chathead.png,https://oldschool.runescape.wiki/images/Well-dressed_man.png,Talk-to,2941,1406,,,,,,,
4263,Wemund,31 May 2005 ( Update ),Yes,Dwarf,Keldagrim,Fremennik ✓,Male,Looks like some kind of engineer or mechanic.,2360,MOID,https://oldschool.runescape.wiki/images/Wemund_chathead.png,https://oldschool.runescape.wiki/images/Wemund.png,Talk-to,10202,2870,,,,,,,
4264,Wengra quo Sihar,10 January 2019 ( Update ),Yes,Kahlith,Mount Karuulm,Kourend ✓,,A mystic of the Kahlith.,8558,MOID,https://oldschool.runescape.wiki/images/Wengra_quo_Sihar_chathead.png,https://oldschool.runescape.wiki/images/Wengra_quo_Sihar.png,,3788,1292,,,,,,,
4265,Werewolf,4 June 2020 ( Update ),Yes,Werewolf,Darkmeyer,Morytania ✓,Male,A werewolf visiting Darkmeyer.,9743,MOID,https://oldschool.runescape.wiki/images/Werewolf_%28Darkmeyer%2C_middle_tier%29_chathead.png,https://oldschool.runescape.wiki/images/Werewolf_%28Darkmeyer%2C_middle_tier%29.png,Talk-to,3389,3627,,,,,,,
4266,Werewolf,4 June 2020 ( Update ),Yes,Werewolf,Haunted Woods,Morytania ✓,Male,A dangerous looking werewolf.,9580,MOID,https://oldschool.runescape.wiki/images/Werewolf_%28Sins_of_the_Father%2C_1%29_chathead.png,https://oldschool.runescape.wiki/images/Werewolf_%28Sins_of_the_Father%2C_1%29.png,,,,Sins of the Father,,,,,,
4267,Werewolf,31 January 2005 ( Update ),Yes,Werewolf,Haunted Woods,Morytania ✓,Male,Looks like he's guarding a trapdoor...,5928,MOID,https://oldschool.runescape.wiki/images/Werewolf_%28Werewolf_Agility_Course%29_chathead.png,https://oldschool.runescape.wiki/images/Werewolf_%28Werewolf_Agility_Course%29.png,Talk-To,3462,3544,,,,,,,
4268,Wesley,8 September 2016 ( Update ),Yes,Human,Nardah,Desert ✓,Male,He likes crushing stuff.,7369,MOID,https://oldschool.runescape.wiki/images/Wesley_chathead.png,https://oldschool.runescape.wiki/images/Wesley.png,Talk-to,2910,3429,,,,,,,
4269,Weve,7 September 2017 ( Update ),Yes,Human,Wyvern Cave,Misthalin ✓,Male,Looks like he might be guarding something.,7777,MOID,https://oldschool.runescape.wiki/images/Weve_chathead.png,https://oldschool.runescape.wiki/images/Weve.png,Talk-to,10293,3597,,,,,,,
4270,Whale,20 March 2025 ( Update ),Yes,,? (edit),N/A,,A gentle creature of the sea.,beta15078,MOID,,https://oldschool.runescape.wiki/images/Whale_%28defeated%29.png,Harvest,,,,,,,196,,
4271,Wheeler,16 April 2025 ( Update ),No,Human,Rabbit Hole,N/A,Female,Sweet maiden of the golden ale.,hist14186,MOID,https://oldschool.runescape.wiki/images/Wheeler_chathead.png,https://oldschool.runescape.wiki/images/Wheeler.png,Talk-to,,,,7 May 2025 ( Update ),,,,,
4272,Fishing spot,29 March 2004 ( Update ),No,,Fishing spots,N/A,,I can see fish swimming in the water.,hist5890,MOID,https://oldschool.runescape.wiki/images/thumb/Cap%27n_Hand_chathead.png/24px-Cap%27n_Hand_chathead.png,https://oldschool.runescape.wiki/images/Whirlpool_%28random_event%29.png,"Lure, Bait",,,,11 September 2014 ( Update ),,,,,
4273,White Chisel Director,31 May 2005 ( Update ),Yes,Dwarf,Keldagrim,Fremennik ✓,Male,"One of the leaders of the business Consortium, a ruler of Keldagrim.",6022,MOID,https://oldschool.runescape.wiki/images/White_Chisel_Director_chathead.png,https://oldschool.runescape.wiki/images/White_Chisel_Director.png,Talk-to,10205,2892,The Giant Dwarf,,,,,,
4274,White Chisel Secretary,31 May 2005 ( Update ),Yes,Dwarf,Keldagrim,Fremennik ✓,Male,The head secretary of the White Chisel mining company.,5994,MOID,https://oldschool.runescape.wiki/images/White_Chisel_Secretary_chathead.png,https://oldschool.runescape.wiki/images/White_Chisel_Secretary.png,Talk-to,10207,2891,The Giant Dwarf,,,,,,
4275,White partyhat,1 April 2013 ( Update ),No,,Varies,N/A,,A nice hat from a cracker.,hist6210,MOID,,https://oldschool.runescape.wiki/images/White_partyhat_%282013_April_Fools%29.png,Take,,,2013 April Fools,4 April 2013 ( Update ),,,,,
