id,Name,Class,Gender,facial_hair,facial_hair_conf,hair_color,hair_color_conf,headwear,headwear_conf,eyewear,eyewear_conf,eyes,eyes_conf,skin_tone,skin_tone_conf,apparent_age,apparent_age_conf,held_weapon,held_weapon_conf,cape,cape_conf,wings,wings_conf,body_build,body_build_conf,caption
4145,Usi,Human,Male,beard,0.8185102,bald,0.6296267,hood,0.50720453,glasses_or_goggles,0.6809188,not_visible,0.64752537,human_tone,0.3831426,child,0.5570855,staff_wand,0.35439834,none,0.7938726,none,0.8680674,average,0.44125822,"Usi: Human, male, a beard, a hood, glasses"
4146,Utrec,Dwarf,Male,beard,0.889477,bald,0.7515044,none,0.7603404,none,0.6109727,not_visible,0.72652316,red,0.6036521,child,0.6320566,melee_weapon,0.4313065,none,0.88145334,none,0.8935674,average,0.3955224,"Utrec: Dwarf, male, a beard"
4147,Uurrak quo Narga,Kahlith,,goatee,0.48966295,bald,0.9471133,mask,0.7203427,glasses_or_goggles,0.7583792,not_visible,0.41011977,blue_purple,0.34085184,young_adult,0.47954732,melee_weapon,0.38835087,none,0.80352634,none,0.8695199,average,0.36357445,"Uurrak quo Narga: Kahlith, a goatee, a mask, glasses"
4148,Uwogo,Monkey,Male,,,,,mask,0.36821076,glasses_or_goggles,0.7314027,not_visible,0.5766031,brown_furry,0.5099831,,,,,,,none,0.91886914,,,"Uwogo: Monkey, male, a mask, glasses"
4149,V,Human,Male,beard,0.47839153,bald,0.8396389,helmet,0.3991266,glasses_or_goggles,0.669352,not_visible,0.5735209,red,0.52099305,child,0.51747465,tool,0.27898768,none,0.92460734,none,0.86038065,average,0.40867427,"V: Human, male, a beard, a helmet, glasses"
4150,Vaeringk,Dwarf,Male,beard,0.51855385,bald,0.8256877,helmet,0.654074,glasses_or_goggles,0.6380357,not_visible,0.6959049,red,0.62032473,child,0.52019936,tool,0.69035834,none,0.9017473,none,0.9045678,heavy,0.55119187,"Vaeringk: Dwarf, male, a beard, a helmet, glasses"
4151,Vaire,Elf,Female,clean_shaven,0.5689777,bald,0.6187966,none,0.5093069,none,0.63502395,not_visible,0.69627374,red,0.40296596,young_adult,0.52270406,melee_weapon,0.2890674,none,0.8357296,none,0.8555412,heavy,0.41933772,"Vaire: Elf, female"
4152,Valaine,Human,Female,clean_shaven,0.6956056,blonde,0.8222547,none,0.62784326,none,0.60518944,not_visible,0.658787,red,0.47778878,child,0.59352577,tool,0.2707784,none,0.81203616,none,0.9015935,heavy,0.41755733,"Valaine: Human, female, blonde hair"
4153,Valantay Eppel (medium),Human,Male,mustache,0.4458008,bald,0.6888356,none,0.37450948,glasses_or_goggles,0.5212908,not_visible,0.61512923,red,0.4670845,young_adult,0.5702744,melee_weapon,0.26805454,none,0.9319124,none,0.8975717,heavy,0.5055231,"Valantay Eppel (medium): Human, male, a mustache, glasses"
4154,Mysterious ghost,Ghost,Male,,,,,,,,,,,,,,,tool,0.32128248,none,0.92471874,none,0.95377505,average,0.35876977,"Mysterious ghost: Ghost, male"
4155,Valentin Rasputin,Vampyre,Male,clean_shaven,0.4888652,bald,0.81495494,none,0.6759829,none,0.58033115,not_visible,0.53060675,red,0.8136104,elderly,0.78891593,staff_wand,0.29058746,none,0.62129545,none,0.91872483,thin,0.44651663,"Valentin Rasputin: Vampyre, male"
4156,Valentina Diaemus,Vampyre,Female,goatee,0.41924405,red,0.45622277,mask,0.5522862,none,0.52252203,not_visible,0.5604441,red,0.83418983,young_adult,0.6521195,staff_wand,0.44016632,cape_or_cloak,0.6532047,none,0.8989002,thin,0.53975445,"Valentina Diaemus: Vampyre, female, a goatee, red hair, a mask, a cape"
4157,Valeria,Human,Female,clean_shaven,0.53538954,bald,0.40705195,mask,0.55246127,none,0.5185457,not_visible,0.5222161,human_tone,0.47881427,young_adult,0.5354711,melee_weapon,0.26008874,none,0.93762547,none,0.8964675,heavy,0.55331093,"Valeria: Human, female, a mask"
4158,Vallessia Dracyula,Vampyre,Female,goatee,0.38925642,bald,0.86616045,mask,0.53371507,none,0.5980142,not_visible,0.5653084,human_tone,0.45267048,child,0.4841366,melee_weapon,0.48799622,none,0.81851596,none,0.8347058,thin,0.43182427,"Vallessia Dracyula: Vampyre, female, a goatee, a mask"
4159,Vallessia von Pitt,Vampyre,Female,goatee,0.41348234,bald,0.3980908,none,0.45804927,none,0.63229525,glowing,0.41334945,red,0.50485396,young_adult,0.55871594,none,0.43593463,none,0.91554475,none,0.88358784,thin,0.76899004,"Vallessia von Pitt: Vampyre, female, a goatee"
4160,Vampyre Juvenile,Vampyre,Male,clean_shaven,0.6308759,bald,0.9798283,none,0.5412708,glasses_or_goggles,0.5548422,not_visible,0.56864184,red,0.592978,young_adult,0.63516563,none,0.4788123,none,0.70301765,none,0.871087,thin,0.5721425,"Vampyre Juvenile: Vampyre, male, glasses"
4161,Vampyre Juvinate,Vampyre,,clean_shaven,0.4794367,bald,0.9714991,mask,0.42558637,glasses_or_goggles,0.5696717,not_visible,0.5631169,red,0.75692976,young_adult,0.6017675,none,0.29481512,none,0.864634,none,0.91418993,thin,0.5777912,"Vampyre Juvinate: Vampyre, a mask, glasses"
4162,Vampyre Juvinate,Vampyre,,clean_shaven,0.4794367,bald,0.9714991,mask,0.42558637,glasses_or_goggles,0.5696717,not_visible,0.5631169,red,0.75692976,young_adult,0.6017675,none,0.29481512,none,0.864634,none,0.91418993,thin,0.5777912,"Vampyre Juvinate: Vampyre, a mask, glasses"
4163,Vampyre kraken,,,,,,,,,,,,,,,,,bow,0.42350957,none,0.61318636,wings,0.62806576,heavy,0.59616816,Vampyre kraken: wings
4164,Vampyressa van Von,Vampyre,Female,goatee,0.38925642,bald,0.86616045,mask,0.53371507,none,0.5980142,not_visible,0.5653084,human_tone,0.45267048,child,0.4841366,melee_weapon,0.57773936,none,0.52427477,none,0.8076545,thin,0.59121376,"Vampyressa van Von: Vampyre, female, a goatee, a mask"
4165,Vampyric hound,Dog,,,,,,,,,,,,,,,,,,,,none,0.8451488,,,Vampyric hound: Dog
4166,Vampyrus Diaemus,Vampyre,Male,clean_shaven,0.36058477,bald,0.92889416,mask,0.67275053,none,0.5502614,not_visible,0.57245964,red,0.48224193,child,0.45212948,melee_weapon,0.4326921,none,0.52715254,none,0.8170274,thin,0.41739196,"Vampyrus Diaemus: Vampyre, male, a mask"
4167,Vanescula Drakan,Vampyre,Female,goatee,0.41496173,black,0.73849493,none,0.7025371,none,0.57303965,not_visible,0.52788144,human_tone,0.55465555,young_adult,0.68228054,staff_wand,0.4524421,none,0.51781946,none,0.8132074,thin,0.60457253,"Vanescula Drakan: Vampyre, female, a goatee, black hair"
4168,Vanessa,Human,Female,clean_shaven,0.55085444,red,0.7433923,none,0.73795956,glasses_or_goggles,0.55552566,not_visible,0.6769513,red,0.61748415,child,0.64907587,staff_wand,0.3894932,none,0.79533195,none,0.9333911,heavy,0.41617015,"Vanessa: Human, female, red hair, glasses"
4169,Vanligga Gastfrihet,Human,Female,clean_shaven,0.5385824,brown,0.35847154,hood,0.602225,none,0.5100761,not_visible,0.61891973,red,0.40178752,child,0.67878675,melee_weapon,0.36107236,none,0.55133456,none,0.87100244,heavy,0.42935067,"Vanligga Gastfrihet: Human, female, brown hair, a hood"
4170,Vannah,Human,Female,clean_shaven,0.68751127,bald,0.77704465,none,0.81735593,none,0.70666987,not_visible,0.63200504,human_tone,0.5483207,young_adult,0.4729982,tool,0.4141142,none,0.9148299,none,0.91952753,heavy,0.4917948,"Vannah: Human, female"
4171,Vannaka,Human,Male,beard,0.6217954,bald,0.64413875,none,0.41565385,none,0.7281099,not_visible,0.6260585,red,0.6446415,child,0.7255715,melee_weapon,0.46749428,none,0.80252105,none,0.83687145,heavy,0.45076457,"Vannaka: Human, male, a beard"
4172,Vanstrom Klause,Vampyre,Male,clean_shaven,0.58008355,brown,0.42547894,hood,0.48939008,none,0.64292175,not_visible,0.63435763,red,0.54544365,child,0.5881088,tool,0.3660489,none,0.92606276,none,0.93473506,average,0.4006853,"Vanstrom Klause: Vampyre, male, brown hair, a hood"
4173,Vardorvis' Head,Vampyre ( Strangled ),,beard,0.4152825,bald,0.57084435,helmet,0.4237457,glasses_or_goggles,0.65980005,not_visible,0.59946054,red,0.88445115,child,0.5800415,staff_wand,0.51847285,none,0.82461977,none,0.72120893,thin,0.6384888,"Vardorvis' Head: Vampyre ( Strangled ), a beard, a helmet, glasses"
4174,Varrian Sobak,Vampyre,Female,goatee,0.3870611,bald,0.88238543,none,0.4912161,none,0.50772226,not_visible,0.6321093,red,0.7990157,young_adult,0.41102856,none,0.37986836,none,0.91310483,none,0.8837715,thin,0.7674583,"Varrian Sobak: Vampyre, female, a goatee"
4175,Vasile,Human,Male,beard,0.89616996,brown,0.45378196,none,0.68628615,none,0.64309734,not_visible,0.6348333,brown_furry,0.36234057,child,0.5228103,tool,0.5064886,none,0.93032795,none,0.8312174,average,0.38118798,"Vasile: Human, male, a beard, brown hair"
4176,Vasquen,Human,Male,beard,0.5319344,brown,0.74915946,hat,0.6681145,none,0.51089305,not_visible,0.6373964,red,0.5388534,child,0.6267806,tool,0.7158079,none,0.9781212,none,0.9563073,average,0.48504254,"Vasquen: Human, male, a beard, brown hair, a hat"
4177,Vefari,Human,,,,,,,,,,,,,,,,staff_wand,0.53386223,none,0.53928846,none,0.9240094,average,0.5476095,Vefari: Human
4178,Veiled kraken,,,,,,,,,,,,,,,,,bow,0.5829765,none,0.6019707,wings,0.6433363,heavy,0.4262945,Veiled kraken: wings
4179,Veliaf Hurtz,Human,Male,mustache,0.3524064,black,0.47176477,helmet,0.396194,glasses_or_goggles,0.5393529,not_visible,0.5634068,red,0.4672983,young_adult,0.6173297,tool,0.37856913,none,0.91849023,none,0.9112718,heavy,0.5387879,"Veliaf Hurtz: Human, male, a mustache, black hair, a helmet, glasses"
4180,Velorina,Ghost,Female,clean_shaven,0.34231648,unnatural,0.4572687,crown,0.22176334,glasses_or_goggles,0.67501694,not_visible,0.7881747,green,0.63628954,child,0.6901572,melee_weapon,0.30964443,none,0.7364599,none,0.9408237,thin,0.45481333,"Velorina: Ghost, female, unnatural hair, a crown, glasses"
4181,Velrak the explorer,Human,Male,beard,0.5383933,bald,0.6982326,mask,0.32618666,glasses_or_goggles,0.76777995,not_visible,0.79024196,red,0.52435684,child,0.61546814,tool,0.28663567,none,0.9634823,none,0.91457826,heavy,0.40030465,"Velrak the explorer: Human, male, a beard, a mask, glasses"
4182,Venenatis spiderling,Spider,,goatee,0.5941245,bald,0.78426385,helmet,0.36346436,none,0.6875726,closed,0.5082542,red,0.8767576,child,0.5029992,bow,0.7170301,none,0.9142043,wings,0.72531664,thin,0.69475716,"Venenatis spiderling: Spider, a goatee, a helmet, wings"
4183,Veos,Human,Male,beard,0.81099594,bald,0.52829343,none,0.38142353,glasses_or_goggles,0.53011966,not_visible,0.75934327,red,0.6775743,child,0.4895509,staff_wand,0.85851574,cape_or_cloak,0.55125624,none,0.93055654,average,0.5163202,"Veos: Human, male, a beard, glasses, a cape"
4184,Veos' Client,Unknown,Male,beard,0.57005984,bald,0.57295763,none,0.34290403,none,0.5050624,not_visible,0.65981674,red,0.6699514,child,0.49137935,,,,,,,,,"Veos' Client: Unknown, male, a beard"
4185,Verac the Defiled,Human,Male,,,,,,,,,,,,,,,melee_weapon,0.341048,none,0.7259288,none,0.90610915,thin,0.46904263,"Verac the Defiled: Human, male"
4186,Verak,Human,Male,clean_shaven,0.33502805,bald,0.36689255,mask,0.3197906,glasses_or_goggles,0.76374024,not_visible,0.63599294,red,0.4008453,child,0.6332704,melee_weapon,0.5275412,none,0.79599625,none,0.79969054,average,0.38298312,"Verak: Human, male, a mask, glasses"
4187,Vermundi,Dwarf,Female,clean_shaven,0.5333648,bald,0.8656384,none,0.67701787,none,0.52665144,not_visible,0.74187976,red,0.5301606,young_adult,0.5139184,staff_wand,0.4292564,none,0.92569834,none,0.9511327,heavy,0.43602255,"Vermundi: Dwarf, female"
4188,Veronica,Human,Female,clean_shaven,0.53063095,bald,0.39543226,none,0.5306831,glasses_or_goggles,0.53185433,not_visible,0.66523993,red,0.46818745,child,0.65223944,staff_wand,0.5678844,none,0.64899313,none,0.9157848,heavy,0.4167375,"Veronica: Human, female, glasses"
4189,Vertida Sefalatis,Human,Male,clean_shaven,0.37268147,bald,0.54650116,none,0.31548405,glasses_or_goggles,0.71667546,not_visible,0.7712031,red,0.62807333,child,0.5476852,staff_wand,0.41492888,none,0.70997524,none,0.89303935,average,0.4323696,"Vertida Sefalatis: Human, male, glasses"
4190,Verzik Vitur,Vampyre / Nylocas,Female,goatee,0.46942616,bald,0.7114801,none,0.3764457,none,0.7601148,not_visible,0.5736953,blue_purple,0.53360033,young_adult,0.60282797,staff_wand,0.32502276,cape_or_cloak,0.6443488,none,0.9406407,heavy,0.8736235,"Verzik Vitur: Vampyre / Nylocas, female, a goatee, a cape"
4191,Vestri,Dwarf,Male,beard,0.9679166,bald,0.7693418,none,0.6480958,none,0.51660496,not_visible,0.7669011,red,0.7122487,child,0.66489387,tool,0.39967126,none,0.9141527,none,0.8637163,average,0.40434197,"Vestri: Dwarf, male, a beard"
4192,Vet'ion Jr.,Skeleton,,goatee,0.3664782,bald,0.58856595,mask,0.35481915,none,0.51237094,not_visible,0.72726077,blue_purple,0.51316607,child,0.53898215,staff_wand,0.3546508,none,0.54725474,none,0.8175582,average,0.41745597,"Vet'ion Jr.: Skeleton, a goatee, a mask"
4193,Vial,Demon,,goatee,0.78747123,red,0.6248558,mask,0.6500928,glasses_or_goggles,0.5572595,not_visible,0.4552936,red,0.9378389,child,0.52836907,staff_wand,0.46527642,none,0.8612576,none,0.770999,thin,0.72850275,"Vial: Demon, a goatee, red hair, a mask, glasses"
4194,Victor,Human,Male,clean_shaven,0.63939995,bald,0.69841427,none,0.6204487,none,0.57264626,not_visible,0.6340527,red,0.44016445,young_adult,0.65750885,tool,0.41464683,none,0.88557255,none,0.8918826,heavy,0.55235475,"Victor: Human, male"
4195,Victor,Human,Male,clean_shaven,0.6168432,black,0.4704691,none,0.2800206,none,0.5869368,not_visible,0.5315255,green,0.37857175,child,0.5947729,staff_wand,0.35289657,none,0.67877835,none,0.7633143,average,0.37850887,"Victor: Human, male, black hair"
4196,Victoria Kebbit-Monkfish,Merfolk,,clean_shaven,0.60779715,bald,0.588677,none,0.66802984,none,0.58101064,not_visible,0.67215115,blue_purple,0.45934686,elderly,0.50725555,staff_wand,0.3825527,none,0.89848727,none,0.85649586,thin,0.594552,Victoria Kebbit-Monkfish: Merfolk
4197,Guard,Dwarf,Male,,,,,,,,,,,,,,,melee_weapon,0.4812633,none,0.7321481,none,0.90749127,heavy,0.5105499,"Guard: Dwarf, male"
4198,Mysterious ghost,Ghost,Male,,,,,,,,,,,,,,,tool,0.4322101,none,0.9068378,none,0.9650254,average,0.48531368,"Mysterious ghost: Ghost, male"
4199,Vigr,Dwarf,Male,beard,0.8832361,bald,0.5910963,hat,0.4619395,none,0.6458562,not_visible,0.6965165,red,0.79230356,child,0.689441,staff_wand,0.38011834,none,0.9062078,none,0.9004028,average,0.4420572,"Vigr: Dwarf, male, a beard, a hat"
4200,Vigroy,Human,Male,beard,0.34378073,bald,0.8803862,none,0.5436069,glasses_or_goggles,0.5720492,not_visible,0.6257138,red,0.48882914,young_adult,0.4893213,tool,0.40118137,none,0.9120052,none,0.8979551,average,0.4372211,"Vigroy: Human, male, a beard, glasses"
4201,Viking,Human,Male,,,,,,,,,,,,,,,tool,0.36607483,none,0.94337094,none,0.89238316,average,0.47927684,"Viking: Human, male"
4202,Viking woman,Human,Female,,,,,,,,,,,,,,,staff_wand,0.57967037,none,0.86987054,none,0.8723601,heavy,0.38679823,"Viking woman: Human, female"
4203,Villa Guard,Human,,clean_shaven,0.43440062,bald,0.5928861,helmet,0.6006751,glasses_or_goggles,0.8320536,not_visible,0.667041,red,0.60727394,child,0.6812979,tool,0.42758456,none,0.8923271,none,0.8670377,heavy,0.4332718,"Villa Guard: Human, a helmet, glasses"
4204,Villager,Human,Male,beard,0.4360651,bald,0.7961808,none,0.5159104,glasses_or_goggles,0.5734293,not_visible,0.6979175,human_tone,0.49112007,child,0.39619386,melee_weapon,0.39919257,none,0.97114897,none,0.8895005,average,0.39796564,"Villager: Human, male, a beard, glasses"
4205,Villia,Human,Female,goatee,0.4589639,unnatural,0.38898763,hat,0.35963583,none,0.6311233,glowing,0.6489249,blue_purple,0.82727236,child,0.5143264,staff_wand,0.40551886,cape_or_cloak,0.7053769,none,0.87487364,thin,0.45771527,"Villia: Human, female, a goatee, unnatural hair, a hat, a cape"
4206,Vincens,Human,Male,clean_shaven,0.40688157,bald,0.34105918,none,0.32389587,glasses_or_goggles,0.63116014,not_visible,0.68418825,red,0.56972,child,0.58126056,tool,0.43978843,none,0.91274506,none,0.9327889,heavy,0.44003394,"Vincens: Human, male, glasses"
4207,Vineyard foreman,Human,Male,clean_shaven,0.42231253,bald,0.5113207,none,0.36146167,glasses_or_goggles,0.5532153,not_visible,0.63369435,red,0.53205496,child,0.6924428,tool,0.44551325,none,0.94116265,none,0.9118759,heavy,0.45222664,"Vineyard foreman: Human, male, glasses"
4208,Vineyard worker,Human,Male,clean_shaven,0.6615984,bald,0.51315814,none,0.54056215,none,0.5297367,not_visible,0.692182,red,0.5356343,child,0.692925,tool,0.42443284,none,0.82964516,none,0.8715985,heavy,0.6727568,"Vineyard worker: Human, male"
4209,Violetta Sanguine,Vampyre,Female,mustache,0.3596409,brown,0.3748809,mask,0.5794585,none,0.5788119,glowing,0.3745513,red,0.54667944,young_adult,0.8485131,none,0.33867395,none,0.9005245,none,0.86801946,thin,0.64759564,"Violetta Sanguine: Vampyre, female, a mustache, brown hair, a mask"
4210,Virilis,,,clean_shaven,0.5179427,bald,0.44657326,helmet,0.3839444,glasses_or_goggles,0.52668893,not_visible,0.6611995,red,0.43493357,child,0.4970707,tool,0.4006959,none,0.74177045,none,0.88057137,heavy,0.50926477,"Virilis: a helmet, glasses"
4211,Vixen,Fox,Female,,,,,,,,,,,,,,,bow,0.47243506,none,0.6740488,none,0.807645,thin,0.42524862,"Vixen: Fox, female"
4212,Vlad Bechstein,Vampyre,Male,goatee,0.44957706,bald,0.91449046,mask,0.7062049,none,0.5108735,not_visible,0.5394405,human_tone,0.4278658,young_adult,0.5000978,staff_wand,0.33632523,none,0.7234061,none,0.8276688,thin,0.48222858,"Vlad Bechstein: Vampyre, male, a goatee, a mask"
4213,Vlad Diaemus,Vampyre,Male,clean_shaven,0.36058477,bald,0.92889416,mask,0.67275053,none,0.5502614,not_visible,0.57245964,red,0.48224193,child,0.45212948,staff_wand,0.37372756,none,0.83356476,none,0.89686674,thin,0.46890068,"Vlad Diaemus: Vampyre, male, a mask"
4214,Vladimir,Human,Male,clean_shaven,0.3313384,brown,0.31061023,mask,0.3279237,glasses_or_goggles,0.8025407,not_visible,0.5946357,red,0.360708,child,0.6303,tool,0.44385964,none,0.9495179,none,0.90110254,heavy,0.33155555,"Vladimir: Human, male, brown hair, a mask, glasses"
4215,Voice of Yama,Demon,,goatee,0.5208867,bald,0.60938513,crown,0.31631458,none,0.507358,closed,0.4938476,white_bony,0.44401997,child,0.54732335,bow,0.5035756,none,0.71270347,none,0.6885985,heavy,0.44656238,"Voice of Yama: Demon, a goatee, a crown"
4216,Void Knight,Human,Male,beard,0.68499154,bald,0.9674667,none,0.6115277,glasses_or_goggles,0.5230878,not_visible,0.62725025,red,0.5256464,child,0.54639035,melee_weapon,0.41651756,none,0.6766825,none,0.9159158,average,0.36949754,"Void Knight: Human, male, a beard, glasses"
4217,Volatile earth,,,,,,,,,,,,,,,,,melee_weapon,0.5139509,none,0.7988971,none,0.8317698,thin,0.5137406,Volatile earth
4218,Volf Olafson,Human,Male,beard,0.4193009,brown,0.41666234,none,0.2971656,glasses_or_goggles,0.66976136,not_visible,0.727245,red,0.40530363,child,0.733715,tool,0.3206387,none,0.91948986,none,0.90312046,average,0.47231525,"Volf Olafson: Human, male, a beard, brown hair, glasses"
4219,Von van Von,Vampyre,Male,clean_shaven,0.6696544,bald,0.4536549,none,0.44676566,none,0.6879437,not_visible,0.594278,red,0.7176098,young_adult,0.5955998,melee_weapon,0.40224883,cape_or_cloak,0.5001235,none,0.8985737,thin,0.4147545,"Von van Von: Vampyre, male, a cape"
4220,Vonnetta Varnis,Vampyre,Female,goatee,0.38925642,bald,0.86616045,mask,0.53371507,none,0.5980142,not_visible,0.5653084,human_tone,0.45267048,child,0.4841366,staff_wand,0.34679502,none,0.8327665,none,0.80832386,thin,0.67478675,"Vonnetta Varnis: Vampyre, female, a goatee, a mask"
4221,Vorbio,Dwarf,,beard,0.79895616,bald,0.44496676,none,0.36946824,glasses_or_goggles,0.5046977,not_visible,0.59006715,red,0.47233993,child,0.57175803,melee_weapon,0.34253153,none,0.78145736,none,0.93512106,heavy,0.63237715,"Vorbio: Dwarf, a beard, glasses"
4222,Vorkath,Blue dragon,,,,,,,,,,,,,,,,none,0.47462985,none,0.7498768,none,0.65439403,heavy,0.43065184,Vorkath: Blue dragon
4223,Vorki,Undead blue dragon,,goatee,0.661885,unnatural,0.5401935,mask,0.38802567,glasses_or_goggles,0.62040246,closed,0.46434212,blue_purple,0.7467351,young_adult,0.4117013,melee_weapon,0.30428827,none,0.6947098,wings,0.5558332,thin,0.4482093,"Vorki: Undead blue dragon, a goatee, unnatural hair, a mask, glasses, wings"
4224,Vormar Vakan,Vampyre,Male,clean_shaven,0.36058477,bald,0.92889416,mask,0.67275053,none,0.5502614,not_visible,0.57245964,red,0.48224193,child,0.45212948,staff_wand,0.37372756,none,0.83356476,none,0.89686674,thin,0.46890068,"Vormar Vakan: Vampyre, male, a mask"
4225,Vornas quo Maten,Kahlith,,goatee,0.48966295,bald,0.9471133,mask,0.7203427,glasses_or_goggles,0.7583792,not_visible,0.41011977,blue_purple,0.34085184,young_adult,0.47954732,melee_weapon,0.29922488,none,0.7410794,none,0.8815167,thin,0.37046868,"Vornas quo Maten: Kahlith, a goatee, a mask, glasses"
4226,Vortas quo Keran,Kahlith,,goatee,0.48966295,bald,0.9471133,mask,0.7203427,glasses_or_goggles,0.7583792,not_visible,0.41011977,blue_purple,0.34085184,young_adult,0.47954732,melee_weapon,0.44795248,none,0.7958345,none,0.84692794,thin,0.36565563,"Vortas quo Keran: Kahlith, a goatee, a mask, glasses"
4227,Vritra,Basilisk,,goatee,0.43147025,bald,0.6747568,helmet,0.432583,glasses_or_goggles,0.7668851,not_visible,0.7576078,red,0.7741612,child,0.6307588,bow,0.418941,none,0.70149624,wings,0.5056765,heavy,0.48749465,"Vritra: Basilisk, a goatee, a helmet, glasses, wings"
4228,Vulcan Orvoros,Vampyre,Male,clean_shaven,0.4888652,bald,0.81495494,none,0.6759829,none,0.58033115,not_visible,0.53060675,red,0.8136104,elderly,0.78891593,none,0.36606282,cape_or_cloak,0.54585886,none,0.9206178,thin,0.44773367,"Vulcan Orvoros: Vampyre, male, a cape"
4229,Vyre Orator,Vampyre,Male,goatee,0.40060624,bald,0.48818836,mask,0.44504562,glasses_or_goggles,0.786115,not_visible,0.5961105,red,0.5240045,child,0.46078736,melee_weapon,0.42814824,none,0.6364701,none,0.7928194,thin,0.45157698,"Vyre Orator: Vampyre, male, a goatee, a mask, glasses"
4230,Vyrelady,Vampyre,Female,mustache,0.3596409,brown,0.3748809,mask,0.5794585,none,0.5788119,glowing,0.3745513,red,0.54667944,young_adult,0.8485131,none,0.34542686,none,0.8929243,none,0.83579266,thin,0.7022742,"Vyrelady: Vampyre, female, a mustache, brown hair, a mask"
4231,Vyrelord,Vampyre,Male,clean_shaven,0.4888652,bald,0.81495494,none,0.6759829,none,0.58033115,not_visible,0.53060675,red,0.8136104,elderly,0.78891593,staff_wand,0.26782477,none,0.61179787,none,0.9172433,thin,0.5128643,"Vyrelord: Vampyre, male"
4232,Vyrewatch,Vyrewatch,,goatee,0.44032732,bald,0.6863322,mask,0.6617814,glasses_or_goggles,0.79735434,not_visible,0.57058656,red,0.5724775,child,0.5661083,melee_weapon,0.41782582,none,0.61872417,none,0.513292,thin,0.4199063,"Vyrewatch: Vyrewatch, a goatee, a mask, glasses"
4233,Wagchin,Goblin,Female,,,,,,,,,,,,,,,melee_weapon,0.3054183,none,0.8614943,none,0.874953,average,0.3871862,"Wagchin: Goblin, female"
4234,Waitress,Human,Female,clean_shaven,0.7432646,red,0.6541659,hat,0.40103757,none,0.60424984,not_visible,0.61096156,red,0.8574955,child,0.8331112,bow,0.43796462,none,0.9006673,none,0.8985312,heavy,0.49577633,"Waitress: Human, female, red hair, a hat"
4235,Wally,Human,Male,beard,0.44989133,bald,0.9781706,none,0.7841896,glasses_or_goggles,0.5455648,not_visible,0.68535817,human_tone,0.4612404,young_adult,0.498315,tool,0.6085123,none,0.91506237,none,0.9159811,heavy,0.4936572,"Wally: Human, male, a beard, glasses"
4236,Wanderer,Feline,Female,clean_shaven,0.47960183,red,0.590015,none,0.5808944,glasses_or_goggles,0.69493383,not_visible,0.6170122,red,0.6337618,child,0.74607414,tool,0.46410048,none,0.77577865,none,0.88113964,heavy,0.48436955,"Wanderer: Feline, female, red hair, glasses"
4237,Wandering Guard,Human,Male,clean_shaven,0.43440062,bald,0.5928861,helmet,0.6006751,glasses_or_goggles,0.8320536,not_visible,0.667041,red,0.60727394,child,0.6812979,tool,0.42758456,none,0.8923271,none,0.8670377,heavy,0.4332718,"Wandering Guard: Human, male, a helmet, glasses"
4238,Wandering impling,Impling,Male,clean_shaven,0.29456127,bald,0.6102178,hat,0.80736035,glasses_or_goggles,0.553642,not_visible,0.7243966,red,0.6347732,child,0.79132384,melee_weapon,0.49399632,none,0.7899559,none,0.62492007,thin,0.50617,"Wandering impling: Impling, male, a hat, glasses"
4239,War ship,,,,,,,,,,,,,,,,,tool,0.33770555,none,0.75539213,none,0.8736382,thin,0.87965506,War ship
4240,Warden,Human,Female,beard,0.5919079,bald,0.8450677,helmet,0.54452026,glasses_or_goggles,0.64844894,not_visible,0.6836042,red,0.48574385,child,0.6827636,melee_weapon,0.3997092,none,0.70285124,none,0.79981947,heavy,0.52572244,"Warden: Human, female, a beard, a helmet, glasses"
4241,Warmhandz,Goblin,Non-binary [ 1 ],clean_shaven,0.5070628,bald,0.7825458,helmet,0.36628675,none,0.53423476,not_visible,0.8258272,green,0.84258944,young_adult,0.5331722,melee_weapon,0.43730593,none,0.90113056,none,0.8780126,heavy,0.40803805,"Warmhandz: Goblin, a helmet"
4242,Warrior,,,,,,,,,,,,,,,,,melee_weapon,0.6381134,none,0.7847008,none,0.7981828,heavy,0.54455227,Warrior
4243,Warrior,Human,Male,beard,0.45162615,brown,0.61138594,mask,0.29228497,glasses_or_goggles,0.7898846,not_visible,0.6755922,red,0.41619152,child,0.7078177,tool,0.50881034,none,0.85595465,none,0.8836773,heavy,0.6746923,"Warrior: Human, male, a beard, brown hair, a mask, glasses"
4244,Watchtower Wizard,Human,Male,clean_shaven,0.3808204,unnatural,0.7027084,hat,0.60986316,glasses_or_goggles,0.5684467,not_visible,0.7121922,blue_purple,0.40108067,child,0.69209135,staff_wand,0.45135516,cape_or_cloak,0.5348702,none,0.8912535,average,0.4404819,"Watchtower Wizard: Human, male, unnatural hair, a hat, glasses, a cape"
4245,Water spell,,,,,,,,,,,,,,,,,none,0.47291532,none,0.7432379,none,0.77249515,thin,0.5805432,Water spell
4246,Watson,Human,Male,mustache,0.37661213,bald,0.50165796,hat,0.6640692,none,0.57531214,not_visible,0.5787433,red,0.4313844,young_adult,0.556367,staff_wand,0.45973325,none,0.6250171,none,0.88996613,average,0.44475192,"Watson: Human, male, a mustache, a hat"
