id_a,id_b,similarity,Name_a,Class_a,Location_a,Name_b,Class_b,Location_b
722,3572,0.9834286,Charlie,Human,The Grand Tree top floor,Shop keeper,Human,Museum Camp
386,722,0.9834264,Bedread the bold,Human,Pirates' Cove,Charlie,Human,The Grand Tree top floor
974,2687,0.9834256,Dernu,Dwarf,Keldagrim south-west mine,Miodvetnir,Dwarf,Keldagrim south-west mine
2716,3402,0.98342335,Monk,Human,Entrana,Sam,Human,Arceuus Library
531,3402,0.98342335,Brother Jered,Human,Edgeville Monastery,Sam,Human,Arceuus Library
2207,4350,0.98342264,Karaday,Human,Tai Bwo Wannai,Wounded soldier,Human,Infirmary
665,2859,0.9834225,Cart conductor,Dwarf,Dwarven Mine,Nolar,Dwarf,Keldagrim
704,1324,0.98341775,Ceril Carnillean,Human,East Ardougne,Farmer,Human,Groats' farm
704,1885,0.98341745,Ceril Carnillean,Human,East Ardougne,Hans,Human,Lumbridge
70,1341,0.98341584,Alan,Human,Tal Teok,Father Eysseric,Human,Shayzien
1341,2268,0.98341584,Father Eysseric,Human,Shayzien,King's Messenger,Human,Anywhere
2086,3557,0.9834112,Jack,Human,Myths' Guild,Shipyard Worker,Human,Shipyard
2086,3543,0.9834111,Jack,Human,Myths' Guild,Shipwright Seb,Human,Shipyard
369,2666,0.9834111,Bartender,Human,Lumbridge,Miles,Human,Anywhere random events can occur
3960,4326,0.98340935,Thora the Barkeep,Human,Rellekka Longhall Bar,Woman,Human,Blue Moon Inn
286,830,0.98340815,Bank guard,Human,Draynor Village,Concerned man,Human,Varrock
1348,3321,0.98340076,Fayeth,Human,Lumbridge,Robyn,Human,Shayzien
1140,1876,0.9834001,Edmond,Human,Bandit camp mine,Hamid,Human,Emir's Arena
1060,1876,0.9834,Drezel,Human,Paterdomus,Hamid,Human,Emir's Arena
1876,3860,0.9834,Hamid,Human,Emir's Arena,Svidi,Human,East of Rellekka
1876,3532,0.9834,Hamid,Human,Emir's Arena,Sherpa,Human,? (edit)
1876,1934,0.9834,Hamid,Human,Emir's Arena,Hengrad,Human,Fight Arena
1876,2340,0.9834,Hamid,Human,Emir's Arena,Larry,Human,Wilderness
1876,2714,0.9834,Hamid,Human,Emir's Arena,Monk,Human,Varrock
527,1876,0.9834,Brother Althric,Human,Edgeville Monastery,Hamid,Human,Emir's Arena
1876,3515,0.9834,Hamid,Human,Emir's Arena,Shantay Guard,Human,Ruins of Unkah
1876,4094,0.9834,Hamid,Human,Emir's Arena,Tyras guard,Human,Tyras Camp
1876,4128,0.9834,Hamid,Human,Emir's Arena,Unferth,Human,Burthorpe
1163,1876,0.9834,Elder Chaos druid,Human,Chaos Temple,Hamid,Human,Emir's Arena
707,1876,0.9834,Chadwell,Human,West Ardougne,Hamid,Human,Emir's Arena
1935,4025,0.9833983,Henja,Human,Rimmington,Tourist,,"Civitas illa Fortis , Aldarin"
2086,2781,0.983391,Jack,Human,Myths' Guild,Murky Pat,Human,Lady Zay
1138,3630,0.98339,Ed Wood,Human,Digsite,Sir Kuam Ferentse,Human,Temple Knight Training Grounds
989,1874,0.9833884,Diana,Human,Myths' Guild,Hambling,Human,Rellekka Longhall Bar
857,3244,0.9833864,Council workman,Human,Bridge leading to Rellekka,Recruiter,Human,West Ardougne
1374,1416,0.9833859,Fidelio,Werewolf,Canifis,Fisherman Frodi,Human,Miscellania
450,3801,0.9833828,Blast Furnace Foreman,Dwarf,Keldagrim,Stankers,Dwarf,Coal Trucks
814,2822,0.98338175,Colosseum Announcer,Human,Fortis Colosseum,Nelta of Ranul,,? (edit)
814,2821,0.98338175,Colosseum Announcer,Human,Fortis Colosseum,Nelta of Ralos,,? (edit)
2672,4437,0.9833804,Mimm,Gnome,,Zul-Cheray,Gnome,Zul-Andra
937,941,0.9833801,Darren,Human,East of the Wilderness Agility Course,Daryl,Human,Shayzien
937,1578,0.9833801,Darren,Human,East of the Wilderness Agility Course,General Hining,Human,Tyras Camp
937,2865,0.9833801,Darren,Human,East of the Wilderness Agility Course,Norman,Human,Falador
2011,4175,0.98337847,Ian,Human,Near the Forgotten Cemetery,Vasile,Human,Burgh de Rott
3899,4052,0.9833784,Taylor,Human,Farming Guild,Tramp,Human,Varrock
358,4052,0.9833784,Bartender,Human,Seers' Village,Tramp,Human,Varrock
3681,3899,0.9833783,Slave,Human,Fight Arena,Taylor,Human,Farming Guild
993,3899,0.9833783,Digsite workman,Human,Digsite and near Varrock Museum,Taylor,Human,Farming Guild
2228,3899,0.9833783,Kelvin,Human,Fight Arena,Taylor,Human,Farming Guild
358,993,0.9833783,Bartender,Human,Seers' Village,Digsite workman,Human,Digsite and near Varrock Museum
358,3681,0.9833783,Bartender,Human,Seers' Village,Slave,Human,Fight Arena
358,2228,0.9833783,Bartender,Human,Seers' Village,Kelvin,Human,Fight Arena
588,2011,0.98337805,Calin,Human,Burgh de Rott,Ian,Human,Near the Forgotten Cemetery
2011,2506,0.98337805,Ian,Human,Near the Forgotten Cemetery,Luscion,Human,Burgh de Rott
2116,3559,0.9833708,Jeed,Human,Emir's Arena,Shop assistant,Human,Al Kharid
293,3523,0.9833707,Banker,Werewolf,Canifis,Shayzien Infiltrator,Human,Lizardman Temple
298,3523,0.9833707,Banker,Human,Draynor Village,Shayzien Infiltrator,Human,Lizardman Temple
287,3523,0.9833707,Banker,Human,Bank,Shayzien Infiltrator,Human,Lizardman Temple
317,3523,0.9833707,Banker,Human,Tutorial Island,Shayzien Infiltrator,Human,Lizardman Temple
1520,3523,0.9833707,Fry,Human,Rabbit Hole,Shayzien Infiltrator,Human,Lizardman Temple
1898,3570,0.98336744,Harry,Human,Catherby,Shop keeper,Human,Edgeville
858,3585,0.9833641,Councillor Andrews,Human,Kourend Castle,Shopkeeper,,Civitas illa Fortis
830,1520,0.9833606,Concerned man,Human,Varrock,Fry,Human,Rabbit Hole
293,830,0.9833606,Banker,Werewolf,Canifis,Concerned man,Human,Varrock
298,830,0.9833606,Banker,Human,Draynor Village,Concerned man,Human,Varrock
317,830,0.9833606,Banker,Human,Tutorial Island,Concerned man,Human,Varrock
287,830,0.9833606,Banker,Human,Bank,Concerned man,Human,Varrock
3562,3571,0.9833584,Shop assistant,Human,Lumbridge,Shop keeper,Human,Falador
4040,4041,0.9833563,Trader,Dwarf,Trade Octagon,Trader,Dwarf,Trade Octagon
1761,4041,0.9833563,Grundt,Dwarf,Jatizso,Trader,Dwarf,Trade Octagon
120,3429,0.9833556,Amelia,Human,Shayzien,Sarah,Human,South Falador Farm
2663,3498,0.9833554,Mihail,Human,Burgh de Rott,Sergiu,Human,Burgh de Rott
3339,3630,0.9833543,Rommik,Human,Blue Moon Inn,Sir Kuam Ferentse,Human,Temple Knight Training Grounds
520,2552,0.98335147,Briget,Human,Shayzien,Man,Human,Catacombs of Kourend
520,2553,0.98335147,Briget,Human,Shayzien,Man,Human,Hosidius vinery
70,2339,0.9833461,Alan,Human,Tal Teok,Larry,Human,Falador
2268,2339,0.9833461,King's Messenger,Human,Anywhere,Larry,Human,Falador
716,999,0.98334485,Charles,Human,Port Piscarilius,Disappointed father,Human,Varrock
999,4416,0.98334485,Disappointed father,Human,Varrock,Zembo,Human,"Musa Point, Karamja"
2754,3851,0.9833425,Mountain Dwarf,Dwarf,Lumbridge dining hall,Supreme Commander,Dwarf,Keldagrim
2755,3851,0.9833425,Mountain Dwarf,Dwarf,Near White Wolf Mountain,Supreme Commander,Dwarf,Keldagrim
3851,3962,0.9833425,Supreme Commander,Dwarf,Keldagrim,Thorgel,Dwarf,Temple of Light
1113,3851,0.9833425,Dwarven Boatman,Dwarf,Keldagrim south-west mine,Supreme Commander,Dwarf,Keldagrim
2480,3851,0.9833425,Lovakengj Engineer,Dwarf,Battlefront,Supreme Commander,Dwarf,Keldagrim
1879,3851,0.9833425,Hammerspike Stoutbeard,Dwarf,Dwarven Mines,Supreme Commander,Dwarf,Keldagrim
1114,3851,0.9833425,Dwarven Engineer,Dwarf,Keldagrim,Supreme Commander,Dwarf,Keldagrim
1732,3851,0.9833425,Green Gemstone Secretary,Dwarf,Keldagrim,Supreme Commander,Dwarf,Keldagrim
1065,3851,0.9833425,Drogo dwarf,Dwarf,Dwarven Mine,Supreme Commander,Dwarf,Keldagrim
247,3851,0.9833425,Austri,Dwarf,Taverley,Supreme Commander,Dwarf,Keldagrim
2606,4410,0.983342,Master fisher,Human,Fishing Guild,Zealot,Human,Abandoned Mine
2869,4075,0.983334,Novice,Citizen of Arceuus,Arceuus church,Trossa,Citizen of Arceuus,North of Arceuus
173,4075,0.983334,Archeio,Citizen of Arceuus,Arceuus Library,Trossa,Citizen of Arceuus,North of Arceuus
2832,3017,0.98333085,Nezketi,Human,Tal Teklan,Perdie,Human,Port Roberts
2339,3963,0.98333,Larry,Human,Falador,Thorkel Silkbeard,Human,Jatizso
782,3391,0.9833289,Citizen,Human,Necropolis,Sailor,Human,Red Rock
714,3557,0.983325,Chancy,Human,Rimmington,Shipyard Worker,Human,Shipyard
714,3543,0.983325,Chancy,Human,Rimmington,Shipwright Seb,Human,Shipyard
2207,2526,0.98332334,Karaday,Human,Tai Bwo Wannai,Mage of Zamorak,Human,Ourania Cave
704,3725,0.9833193,Ceril Carnillean,Human,East Ardougne,Soldier,Human,Death Plateau (south)
704,876,0.9833193,Ceril Carnillean,Human,East Ardougne,Crafting tutor,Human,Lumbridge Castle
362,704,0.9833193,Bartender,Human,Port Sarim,Ceril Carnillean,Human,East Ardougne
1641,2485,0.9833152,Giles,Human,Anywhere random events can occur,Lubufu,Human,Brimhaven
4303,4410,0.9833131,Wistan,Human,Burthorpe,Zealot,Human,Abandoned Mine
1695,3565,0.9833126,Godric,Human,Troll Stronghold prison,Shop assistant,Human,Varrock
3177,3585,0.98331255,Quartermaster,Human,Tyras Camp,Shopkeeper,,Civitas illa Fortis
429,3585,0.98331255,Billy Rehnison,Human,West Ardougne,Shopkeeper,,Civitas illa Fortis
928,948,0.98331165,Dantaera,Human,Catherby,David,Human,Sinclair Mansion
749,3407,0.9833096,Child,,Varlamore,Sammy Servil,Human,Fight Arena prison
749,1996,0.9833096,Child,,Varlamore,Hudon,Human,Baxtorian Falls
838,1641,0.98330927,Cook,Human,Jolly Boar Inn,Giles,Human,Anywhere random events can occur
193,286,0.98330903,Arhein,Human,Catherby,Bank guard,Human,Draynor Village
2449,3691,0.9833061,Lord Daquarius,Human,Taverley Dungeon,Sloane,Human,Warriors' Guild
3568,4025,0.983303,Shop keeper,Human,Al Kharid,Tourist,,"Civitas illa Fortis , Aldarin"
3181,4303,0.9833028,Quest Guide,Human,Tutorial Island,Wistan,Human,Burthorpe
286,1253,0.98330176,Bank guard,Human,Draynor Village,Eohric,Human,Burthorpe castle
1257,2829,0.9833013,Erasmus,Human,Lumbridge,New Recruit Tony,Human,Graveyard of Heroes
1416,3358,0.9832969,Fisherman Frodi,Human,Miscellania,Rufus,Werewolf,Canifis
520,4025,0.98329574,Briget,Human,Shayzien,Tourist,,"Civitas illa Fortis , Aldarin"
583,2380,0.983293,Caerwyn,Elf,Prifddinas,Lenwe,Elf,Prifddinas
2124,2982,0.98329246,Jeremy Clerksin,Human,Varrock church,Parleying Preston,Human,The Pandemonium
362,370,0.983292,Bartender,Human,Port Sarim,Bartender,Human,The Warrens
370,876,0.983292,Bartender,Human,The Warrens,Crafting tutor,Human,Lumbridge Castle
370,3725,0.983292,Bartender,Human,The Warrens,Soldier,Human,Death Plateau (south)
2295,3125,0.9832884,Kortan,Human,East Ardougne,Priest,Human,East Ardougne
2146,3557,0.98328596,Joe,Human,Draynor Village jail,Shipyard Worker,Human,Shipyard
3543,3564,0.98328584,Shipwright Seb,Human,Shipyard,Shop assistant,Human,Rimmington
2146,3543,0.98328584,Joe,Human,Draynor Village jail,Shipwright Seb,Human,Shipyard
3557,3564,0.98328584,Shipyard Worker,Human,Shipyard,Shop assistant,Human,Rimmington
3680,3948,0.9832844,Slave,Human,Daeyalt essence mine,Thias Leacke,Human,Varrock Museum
1946,3890,0.98328435,Heskel,Human,Falador Park,Taria,Human,Rimmington
1348,1886,0.98328024,Fayeth,Human,Lumbridge,Hans,Human,Al Kharid
1348,1444,0.98328024,Fayeth,Human,Lumbridge,Flax keeper,Human,Seers' Village Flax Fields
1348,3141,0.98328024,Fayeth,Human,Lumbridge,Prisoner,Human,North Darkmeyer
935,1348,0.98328024,Darkmeyer Slave,Human,Hallowed Sepulchre,Fayeth,Human,Lumbridge
1038,1348,0.98328024,Doug Deeping,Human,Down the north-eastern borehole of the Digsite,Fayeth,Human,Lumbridge
1348,2674,0.98328024,Fayeth,Human,Lumbridge,Mine cart driver,Human,Desert Mining Camp
468,1348,0.98328024,Boar31337Killer,Human,Southern Island of The Node,Fayeth,Human,Lumbridge
673,1814,0.98326707,Cat,Cat,Gertrude,Guild Hunter Kiko,Cat,Hunters' Guild Burrow
798,3565,0.9832661,Clerk,Human,Clan Hub,Shop assistant,Human,Varrock
423,3787,0.98326457,BigRedJapan,Human,Rooftop Agility Courses,Squire,Human,Void Knight Outpost
3069,4351,0.9832642,Piliar,Human,Port Piscarilius,Wounded soldier,Human,Battlefront
1055,4160,0.9832619,Drasdan Ranor,Vampyre,South Darkmeyer,Vampyre Juvenile,Vampyre,Ver Sinhaza
2737,4160,0.98326164,Mordan Nikazsi,Vampyre,South-east Darkmeyer,Vampyre Juvenile,Vampyre,Ver Sinhaza
287,2068,0.9832574,Banker,Human,Bank,Ironman tutor,Human,Lumbridge
298,2068,0.9832574,Banker,Human,Draynor Village,Ironman tutor,Human,Lumbridge
317,2068,0.9832574,Banker,Human,Tutorial Island,Ironman tutor,Human,Lumbridge
1520,2068,0.9832574,Fry,Human,Rabbit Hole,Ironman tutor,Human,Lumbridge
293,2068,0.9832574,Banker,Werewolf,Canifis,Ironman tutor,Human,Lumbridge
3049,3639,0.9832561,Phials,Human,Rimmington,Sir Rebral,Human,Falador
1674,4032,0.9832527,Gnome traveller,Gnome,"King's Axe Inn , 1 st floor [ UK ] 2 nd floor [ US ]",Tracker gnome 1,Gnome,Battlefield
1674,4034,0.9832527,Gnome traveller,Gnome,"King's Axe Inn , 1 st floor [ UK ] 2 nd floor [ US ]",Tracker gnome 3,Gnome,Battlefield
1531,1674,0.9832527,G.L.O. Caranock,Gnome,Karamja Shipyard,Gnome traveller,Gnome,"King's Axe Inn , 1 st floor [ UK ] 2 nd floor [ US ]"
1674,4033,0.9832527,Gnome traveller,Gnome,"King's Axe Inn , 1 st floor [ UK ] 2 nd floor [ US ]",Tracker gnome 2,Gnome,Battlefield
628,900,0.9832501,Captain Khaled,Human,Port Piscarilius,Curpile Fyod,Human,Mort Myre Swamp
318,3523,0.983245,Banker,Human,Varrock,Shayzien Infiltrator,Human,Lizardman Temple
208,4121,0.98324347,Arnold Lydspor,Human,Piscatoris Fishing Colony,Ulsquire Shauncy,Human,Mort'ton
3568,3969,0.98324275,Shop keeper,Human,Al Kharid,Thrander,Human,Realm of Memories
370,3882,0.98324,Bartender,Human,The Warrens,Tanner,Human,Crafting Guild
2058,2678,0.9832385,Inn Keeper,Dwarf,Keldagrim - The King's Axe Inn,Miner,Dwarf,The Deeper Lode
1954,2272,0.98323846,High Priest,Human,Entrana,Kiyahtla,Human,Tlati Rainforest
1112,3851,0.9832375,Dwarven Boatman,Dwarf,Keldagrim,Supreme Commander,Dwarf,Keldagrim
787,4334,0.9832355,Civilian,Human,West Ardougne,Woodsman tutor,Human,Lumbridge
785,2269,0.98323137,Citizen,Human,Bazaar in Civitas illa Fortis,Kit Breaker,Human,North of Falador
3042,3571,0.9832271,Petrus,Human,Minotaurs' Rest,Shop keeper,Human,Falador
494,3989,0.98322606,Bork Sigmundson,Human,Ice Troll Caves,Tindel Marchant,Human,Port Khazard
286,3523,0.9832251,Bank guard,Human,Draynor Village,Shayzien Infiltrator,Human,Lizardman Temple
354,2118,0.9832245,Bartender,Human,Varrock,Jeff,Human,Varrock
80,2118,0.9832245,Alfonse the waiter,Human,Brimhaven,Jeff,Human,Varrock
653,1844,0.9832241,Caranthir,Elf,Prifddinas,Gwerin Hapus,Elf,Gwenith
2339,3556,0.9832236,Larry,Human,Falador,Shipyard worker,,Ship Yard
167,370,0.98321927,Apprentice workman,Human,Falador,Bartender,Human,The Warrens
2339,3316,0.98321366,Larry,Human,Falador,Roavar,Werewolf,Canifis
3571,4025,0.9832127,Shop keeper,Human,Falador,Tourist,,"Civitas illa Fortis , Aldarin"
624,4119,0.9832108,Captain Ginea,Human,Shayzien Encampment,Ulina,Human,Christmas Factory
3157,3497,0.9832082,Protester,Human,Varrock,Sergeant Tobyn,Human,Varrock Square
1104,2874,0.9832059,Dusuri,Dwarf,Mining Guild,Nurmof,Dwarf,Dwarven Mines
895,4342,0.98320204,Cuica,Dwarf ( Imcando-descendant ),The Lost Pickaxe,Worker,Dwarf ( Imcando-descendant ),The Darkfrost
3069,4350,0.98319626,Piliar,Human,Port Piscarilius,Wounded soldier,Human,Infirmary
370,1324,0.98319304,Bartender,Human,The Warrens,Farmer,Human,Groats' farm
370,1885,0.98319304,Bartender,Human,The Warrens,Hans,Human,Lumbridge
1534,3906,0.9831881,Gabooty,Human,Tai Bwo Wannai,Ted Rehnison,Human,West Ardougne
1534,3595,0.9831881,Gabooty,Human,Tai Bwo Wannai,Siegfried Erkle,Human,2 nd floor [ UK ] 3 rd floor [ US ] of Legends' Guild (west side)
1534,1966,0.9831881,Gabooty,Human,Tai Bwo Wannai,Hiylik Myna,Human,Paterdomus
1534,1592,0.9831881,Gabooty,Human,Tai Bwo Wannai,Gerald,Human,South of Baxtorian Falls
1525,1534,0.9831881,Fur trader,Human,East Ardougne,Gabooty,Human,Tai Bwo Wannai
311,3568,0.98318696,Banker,Human,Quetzacalli Gorge,Shop keeper,Human,Al Kharid
312,1347,0.9831848,Banker,Human,Shayzien,Faustus,Human,Aldarin
1580,2111,0.98318404,General Kilian,Human,Shayzien,Jasper,Human,Salvager Overlook
410,2781,0.9831826,Bert,Human,Yanille,Murky Pat,Human,Lady Zay
1548,1672,0.9831783,Gardener,Gnome,No,Gnome soldier,Gnome,Battle of Atarisundri
2378,3987,0.9831778,Lenny,Human,North of Prifddinas,Tina,Human,Falador
2378,3786,0.9831778,Lenny,Human,North of Prifddinas,Squire,Human,Void Knight Outpost
2378,2591,0.9831778,Lenny,Human,North of Prifddinas,Martha Rehnison,Human,West Ardougne
2222,2378,0.9831778,Kaylee,Human,Falador,Lenny,Human,North of Prifddinas
2316,2378,0.9831778,Lady Servil,Human,Fight Arena,Lenny,Human,North of Prifddinas
904,2378,0.9831778,Customer,Human,Keldagrim Library,Lenny,Human,North of Prifddinas
2378,3522,0.9831778,Lenny,Human,North of Prifddinas,Shayda,Human,Shayzien
1876,2448,0.983171,Hamid,Human,Emir's Arena,Lord Crombwick,Human,Crombwick Manor
1253,3038,0.9831653,Eohric,Human,Burthorpe castle,Peter,Human,Fossil Island
4084,4136,0.9831599,Turgok,Dorgeshuun,Dorgesh-Kaan market,Ur-lun,Dorgeshuun,Dorgesh-Kaan
1825,1894,0.98315823,Gujuo,Human,Kharazi Jungle,Harold Evans,Human,Under Canifis in the original Myreque Hideout
3497,3568,0.9831552,Sergeant Tobyn,Human,Varrock Square,Shop keeper,Human,Al Kharid
3573,3969,0.98315454,Shop keeper,Human,Lumbridge,Thrander,Human,Realm of Memories
1860,3523,0.9831531,Hairdresser,Human,Falador,Shayzien Infiltrator,Human,Lizardman Temple
751,4287,0.9831526,Child,Human,Throughout Meiyerditch,Wilough,Human,Varrock square
318,2111,0.9831519,Banker,Human,Varrock,Jasper,Human,Salvager Overlook
517,4303,0.98314977,Brian,Human,Port Sarim,Wistan,Human,Burthorpe
2551,3042,0.9831465,Man,Werewolf,Canifis,Petrus,Human,Minotaurs' Rest
699,1283,0.9831447,Celegorm,Elf,Prifddinas,Eudav,Elf,Lletya
354,3639,0.9831433,Bartender,Human,Varrock,Sir Rebral,Human,Falador
80,3639,0.9831433,Alfonse the waiter,Human,Brimhaven,Sir Rebral,Human,Falador
528,2051,0.9831389,Brother Brace,Human,Tutorial Island,Information clerk,Human,Varrock Museum
857,4303,0.98313874,Council workman,Human,Bridge leading to Rellekka,Wistan,Human,Burthorpe
842,4344,0.9831377,Cooky Weasel,Human,Rabbit Hole,Worker,,Varlamore
2052,3429,0.98313534,Inga,Human,Rellekka,Sarah,Human,South Falador Farm
3628,3631,0.9831325,Sir Gawain,Human,Camelot,Sir Lancelot,Human,Camelot
2221,4441,0.98313177,Kauayotl,Human,Tal Teklan,Zuma,Human,Outside Cam Torum . Upstairs in The Teomat (post quest)
1874,2620,0.98313165,Hambling,Human,Rellekka Longhall Bar,Mazion,Human,Entrana sandpit
365,999,0.9831316,Bartender,Human,Bandit Village in the Kharidian Desert,Disappointed father,Human,Varrock
999,3235,0.9831316,Disappointed father,Human,Varrock,Razmire Keelgan,Human,Mort'ton
334,2631,0.9831306,Barge foreman,Human,Digsite barge,Meiyerditch citizen,Human,Meiyerditch
2449,2978,0.9831294,Lord Daquarius,Human,Taverley Dungeon,Palum,Human,Christmas Factory
1915,2978,0.9831292,Head Servant,Human,? (edit),Palum,Human,Christmas Factory
371,814,0.9831277,Bartender,Human,Quetzacalli Gorge,Colosseum Announcer,Human,Fortis Colosseum
2598,3785,0.9831258,Mary,Human,Varrock,Squire (Veteran),Human,Void Knight Outpost boat
857,2526,0.98312175,Council workman,Human,Bridge leading to Rellekka,Mage of Zamorak,Human,Ourania Cave
342,1023,0.98312104,Barman,Dwarf,West Keldagrim,Donal,Dwarf,Miscellania and Etceteria Dungeon
675,1814,0.9831166,Cat,Cat,Farming Guild,Guild Hunter Kiko,Cat,Hunters' Guild Burrow
1598,1814,0.9831166,Gertrude's cat,Cat,Lumber Yard,Guild Hunter Kiko,Cat,Hunters' Guild Burrow
1349,2057,0.9831162,Feanor,Elf,Prifddinas,Ingwion,Elf,Prifddinas
369,838,0.98311603,Bartender,Human,Lumbridge,Cook,Human,Jolly Boar Inn
627,2233,0.98311436,Captain Kalt,Human,Wintertodt Camp,Kent,Human,"Unknown island, Witchaven"
798,1971,0.9831121,Clerk,Human,Clan Hub,Holly,Human,North of Port Sarim
2789,4003,0.9831117,Myndill,Dwarf,Keldagrim,Tombar,Dwarf,Keldagrim West
1831,2292,0.98310757,'Gummy',Human,Tower of Life,Konoo,Human,Hosidius
2652,3563,0.98310673,Messenger,Human,Anywhere,Shop assistant,Human,Musa Point
1263,1538,0.9831017,Eric,Human,Jatizso,Galahad,Human,Near McGrubor's Wood
286,2068,0.9830989,Bank guard,Human,Draynor Village,Ironman tutor,Human,Lumbridge
3051,3969,0.9830984,Philipe Carnillean,Human,East Ardougne,Thrander,Human,Realm of Memories
1349,2961,0.9830942,Feanor,Elf,Prifddinas,Oswallt,Elf,Prifddinas
1075,3436,0.9830914,Drunken Dwarf,Dwarf,Keldagrim,Saro,Dwarf,Keldagrim
2347,3408,0.9830829,Lauretta,Human,Ruins of Unkah,San Fan,Human,Trouble Brewing
575,1253,0.9830816,Cabin boy,Human,Lunar Isle,Eohric,Human,Burthorpe castle
530,2051,0.9830809,Brother Jered,Human,Edgeville Monastery,Information clerk,Human,Varrock Museum
1893,2099,0.9830803,Harold,Human,Burthorpe,Jail Guard,Human,Port Roberts
4136,4137,0.9830797,Ur-lun,Dorgeshuun,Dorgesh-Kaan,Ur-meg,Dorgeshuun,Dorgesh-Kaan
2318,2652,0.98307735,Lady Table,Human,Temple Knight Training Grounds,Messenger,Human,Anywhere
1954,3571,0.98307455,High Priest,Human,Entrana,Shop keeper,Human,Falador
423,2268,0.98307323,BigRedJapan,Human,Rooftop Agility Courses,King's Messenger,Human,Anywhere
70,423,0.98307323,Alan,Human,Tal Teok,BigRedJapan,Human,Rooftop Agility Courses
1695,3177,0.98307246,Godric,Human,Troll Stronghold prison,Quartermaster,Human,Tyras Camp
429,1695,0.98307246,Billy Rehnison,Human,West Ardougne,Godric,Human,Troll Stronghold prison
386,530,0.9830668,Bedread the bold,Human,Pirates' Cove,Brother Jered,Human,Edgeville Monastery
2219,4188,0.9830667,Kathy Corkat,Human,West of Tree Gnome Stronghold,Veronica,Human,Draynor Manor
1610,3458,0.9830656,Ghost,Human,Ruins of Camdozaal,Scout,Human,Ghorrock Dungeon
4091,4152,0.98306143,Two-pints,Human,"Flying Horse Inn , East Ardougne",Valaine,Human,Champions' Guild
1093,3125,0.9830607,Duke Horacio,Human,Lumbridge Castle,Priest,Human,East Ardougne
1094,3125,0.9830607,Duke Horacio,Human,Lumbridge Castle ground floor [ UK ] 1 st floor [ US ],Priest,Human,East Ardougne
1338,3991,0.9830601,Father Aereck,Human,Lumbridge,Tinse Torpe,Human,Varrock Museum
1337,3991,0.9830601,Father Aereck,Human,Lumbridge,Tinse Torpe,Human,Varrock Museum
862,1066,0.9830599,Councillor Unkar,Dwarf ( Imcando-descendant ),Lovakengj Assembly,Dromund,Dwarf,Keldagrim
3683,4094,0.98305255,Slave,Human,Underground Pass,Tyras guard,Human,Tyras Camp
1163,3683,0.98305255,Elder Chaos druid,Human,Chaos Temple,Slave,Human,Underground Pass
3683,4128,0.98305255,Slave,Human,Underground Pass,Unferth,Human,Burthorpe
3515,3683,0.98305255,Shantay Guard,Human,Ruins of Unkah,Slave,Human,Underground Pass
2340,3683,0.98305255,Larry,Human,Wilderness,Slave,Human,Underground Pass
3532,3683,0.98305255,Sherpa,Human,? (edit),Slave,Human,Underground Pass
1934,3683,0.98305255,Hengrad,Human,Fight Arena,Slave,Human,Underground Pass
1060,3683,0.98305255,Drezel,Human,Paterdomus,Slave,Human,Underground Pass
2714,3683,0.98305255,Monk,Human,Varrock,Slave,Human,Underground Pass
527,3683,0.98305255,Brother Althric,Human,Edgeville Monastery,Slave,Human,Underground Pass
3683,3860,0.98305255,Slave,Human,Underground Pass,Svidi,Human,East of Rellekka
707,3683,0.98305255,Chadwell,Human,West Ardougne,Slave,Human,Underground Pass
1140,3683,0.9830525,Edmond,Human,Bandit camp mine,Slave,Human,Underground Pass
2020,3794,0.98304904,Icicle,Troll,Weiss,Squirrel,Troll,Weiss
323,4410,0.98304415,Baraek,Human,Varrock Square,Zealot,Human,Abandoned Mine
858,1695,0.9830424,Councillor Andrews,Human,Kourend Castle,Godric,Human,Troll Stronghold prison
318,3636,0.9830388,Banker,Human,Varrock,Sir Percival,Human,Fisher Realm
173,1486,0.9830383,Archeio,Citizen of Arceuus,Arceuus Library,Freald,Citizen of Arceuus,Arceuus
361,1860,0.9830383,Bartender,Human,? (edit),Hairdresser,Human,Falador
1486,2869,0.9830383,Freald,Citizen of Arceuus,Arceuus,Novice,Citizen of Arceuus,Arceuus church
850,3237,0.98303616,Cornelius,Human,Burgh de Rott,Razvan,Human,Burgh de Rott
334,1337,0.98303604,Barge foreman,Human,Digsite barge,Father Aereck,Human,Lumbridge
334,1338,0.98303604,Barge foreman,Human,Digsite barge,Father Aereck,Human,Lumbridge
319,2864,0.98303175,Banker,Vampyre,Ver Sinhaza,Noranna Tytanin,Vampyre,Daeyalt essence mine
1093,3787,0.98303175,Duke Horacio,Human,Lumbridge Castle,Squire,Human,Void Knight Outpost
296,2864,0.98303175,Banker,Vampyre,Darkmeyer,Noranna Tytanin,Vampyre,Daeyalt essence mine
1094,3787,0.98303175,Duke Horacio,Human,Lumbridge Castle ground floor [ UK ] 1 st floor [ US ],Squire,Human,Void Knight Outpost
1292,1770,0.9830308,Executioner,Human,East Ardougne,Guard,Human,East Ardougne
2598,3213,0.98302853,Mary,Human,Varrock,Ranged combat tutor,Human,Lumbridge
531,1323,0.9830283,Brother Jered,Human,Edgeville Monastery,Farmer,Human,Miscellania
1323,2716,0.9830283,Farmer,Human,Miscellania,Monk,Human,Entrana
